Sector,Indicator,Unit,Entity,Year,Variable,CO
Forestry,Forestry activity,ha of forest (indexed to 1990),DE,2003,historical,1.01
Forestry,Forestry activity,ha of forest (indexed to 1990),FR,2003,historical,1.08
Forestry,Forestry activity,ha of forest (indexed to 1990),IT,2003,historical,1.13
Forestry,Forestry activity,ha of forest (indexed to 1990),GB,2003,historical,1.08
Forestry,Forestry activity,ha of forest (indexed to 1990),World,2003,historical,0.979
Industry: Cement,Cement activity,t product / cap,AR,2003,historical,0.136
Industry: Cement,Cement activity,t product / cap,AU,2003,historical,0.406
Industry: Cement,Cement activity,t product / cap,BT,2003,historical,0.257
Industry: Cement,Cement activity,t product / cap,BR,2003,historical,0.186
Industry: Cement,Cement activity,t product / cap,CA,2003,historical,0.424
Industry: Cement,Cement activity,t product / cap,CL,2003,historical,0.229
Industry: Cement,Cement activity,t product / cap,CN,2003,historical,0.66
Industry: Cement,Cement activity,t product / cap,CR,2003,historical,0.274
Industry: Cement,Cement activity,t product / cap,ET,2003,historical,0.0156
Industry: Cement,Cement activity,t product / cap,EU,2003,historical,0.463
Industry: Cement,Cement activity,t product / cap,IN,2003,historical,0.111
Industry: Cement,Cement activity,t product / cap,ID,2003,historical,0.161
Industry: Cement,Cement activity,t product / cap,JP,2003,historical,0.537
Industry: Cement,Cement activity,t product / cap,KZ,2003,historical,0.169
Industry: Cement,Cement activity,t product / cap,MX,2003,historical,0.318
Industry: Cement,Cement activity,t product / cap,NP,2003,historical,0.0118
Industry: Cement,Cement activity,t product / cap,NZ,2003,historical,0.269
Industry: Cement,Cement activity,t product / cap,NO,2003,historical,0.361
Industry: Cement,Cement activity,t product / cap,PE,2003,historical,0.148
Industry: Cement,Cement activity,t product / cap,PH,2003,historical,0.157
Industry: Cement,Cement activity,t product / cap,RU,2003,historical,0.284
Industry: Cement,Cement activity,t product / cap,SA,2003,historical,1.07
Industry: Cement,Cement activity,t product / cap,ZA,2003,historical,0.188
Industry: Cement,Cement activity,t product / cap,KR,2003,historical,1.26
Industry: Cement,Cement activity,t product / cap,CH,2003,historical,0.495
Industry: Cement,Cement activity,t product / cap,TR,2003,historical,0.531
Industry: Cement,Cement activity,t product / cap,AE,2003,historical,2.14
Industry: Cement,Cement activity,t product / cap,UA,2003,historical,0.188
Industry: Cement,Cement activity,t product / cap,US,2003,historical,0.325
Industry: Cement,Cement activity,t product / cap,DE,2003,historical,0.401
Industry: Cement,Cement activity,t product / cap,FR,2003,historical,0.325
Industry: Cement,Cement activity,t product / cap,IT,2003,historical,0.749
Industry: Cement,Cement activity,t product / cap,GB,2003,historical,0.188
Industry: Cement,Cement activity,t product / cap,World,2003,historical,0.318
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),AU,2003,historical,2.55
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),NO,2003,historical,2.01
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),CH,2003,historical,0.101
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),TR,2003,historical,0.562
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),US,2003,historical,0.919
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),DE,2003,historical,0.995
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),FR,2003,historical,0.615
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),IT,2003,historical,0.998
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),GB,2003,historical,0.905
Industry: Chemicals,Coal share in chemical industry,% coal,AU,2003,historical,0.0961
Industry: Chemicals,Coal share in chemical industry,% coal,BR,2003,historical,0.0116
Industry: Chemicals,Coal share in chemical industry,% coal,CA,2003,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,CL,2003,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,CN,2003,historical,0.469
Industry: Chemicals,Coal share in chemical industry,% coal,CR,2003,historical,0
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),JP,2003,historical,0.712
Industry: Chemicals,Coal share in chemical industry,% coal,EU,2003,historical,0.0358
Industry: Chemicals,Coal share in chemical industry,% coal,IN,2003,historical,0.298
Industry: Chemicals,Coal share in chemical industry,% coal,ID,2003,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,JP,2003,historical,0.19
Industry: Chemicals,Coal share in chemical industry,% coal,KZ,2003,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,MX,2003,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,NZ,2003,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,NO,2003,historical,0.114
Industry: Chemicals,Coal share in chemical industry,% coal,PH,2003,historical,0.0442
Industry: Chemicals,Coal share in chemical industry,% coal,RU,2003,historical,0.0008
Industry: Chemicals,Coal share in chemical industry,% coal,ZA,2003,historical,0.169
Industry: Chemicals,Coal share in chemical industry,% coal,KR,2003,historical,0.0252
Industry: Chemicals,Coal share in chemical industry,% coal,CH,2003,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,TR,2003,historical,0.0277
Industry: Chemicals,Coal share in chemical industry,% coal,AE,2003,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,UA,2003,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,US,2003,historical,0.103
Industry: Chemicals,Coal share in chemical industry,% coal,DE,2003,historical,0.0418
Industry: Chemicals,Coal share in chemical industry,% coal,FR,2003,historical,0.058
Industry: Chemicals,Coal share in chemical industry,% coal,IT,2003,historical,0.00104
Industry: Chemicals,Coal share in chemical industry,% coal,GB,2003,historical,0.00722
Industry: Chemicals,Coal share in chemical industry,% coal,World,2003,historical,0.171
Industry: Steel,Steel activity,t product / cap,AR,2003,historical,0.132
Industry: Steel,Steel activity,t product / cap,AU,2003,historical,0.383
Industry: Steel,Steel activity,t product / cap,BR,2003,historical,0.171
Industry: Steel,Steel activity,t product / cap,CA,2003,historical,0.504
Industry: Steel,Steel activity,t product / cap,CL,2003,historical,0.0872
Industry: Steel,Steel activity,t product / cap,CN,2003,historical,0.17
Industry: Steel,Steel activity,t product / cap,EU,2003,historical,0.391
Industry: Steel,Steel activity,t product / cap,IN,2003,historical,0.0287
Industry: Steel,Steel activity,t product / cap,ID,2003,historical,0.00926
Industry: Steel,Steel activity,t product / cap,JP,2003,historical,0.863
Industry: Steel,Steel activity,t product / cap,KZ,2003,historical,0.322
Industry: Steel,Steel activity,t product / cap,MX,2003,historical,0.143
Industry: Steel,Steel activity,t product / cap,NZ,2003,historical,0.212
Industry: Steel,Steel activity,t product / cap,NO,2003,historical,0.154
Industry: Steel,Steel activity,t product / cap,PE,2003,historical,0.0248
Industry: Steel,Steel activity,t product / cap,PH,2003,historical,0.00602
Industry: Steel,Steel activity,t product / cap,RU,2003,historical,0.425
Industry: Steel,Steel activity,t product / cap,SA,2003,historical,0.175
Industry: Steel,Steel activity,t product / cap,ZA,2003,historical,0.199
Industry: Steel,Steel activity,t product / cap,KR,2003,historical,0.959
Industry: Steel,Steel activity,t product / cap,CH,2003,historical,0.137
Industry: Steel,Steel activity,t product / cap,TR,2003,historical,0.277
Industry: Steel,Steel activity,t product / cap,AE,2003,historical,0.0241
Industry: Steel,Steel activity,t product / cap,UA,2003,historical,0.776
Industry: Steel,Steel activity,t product / cap,US,2003,historical,0.323
Industry: Steel,Steel activity,t product / cap,DE,2003,historical,0.549
Industry: Steel,Steel activity,t product / cap,FR,2003,historical,0.326
Industry: Steel,Steel activity,t product / cap,IT,2003,historical,0.465
Industry: Steel,Steel activity,t product / cap,GB,2003,historical,0.223
Industry: Steel,Steel activity,t product / cap,World,2003,historical,0.152
Industry: Steel,Steel emissions intensity,kg CO2 / t product,AU,2003,historical,1810
Industry: Steel,Steel emissions intensity,kg CO2 / t product,BR,2003,historical,1090
Industry: Steel,Steel emissions intensity,kg CO2 / t product,CA,2003,historical,1150
Industry: Steel,Steel emissions intensity,kg CO2 / t product,CN,2003,historical,2230
Industry: Steel,Steel emissions intensity,kg CO2 / t product,EU,2003,historical,1090
Industry: Steel,Steel emissions intensity,kg CO2 / t product,JP,2003,historical,1160
Industry: Steel,Steel emissions intensity,kg CO2 / t product,KZ,2003,historical,4670
Industry: Steel,Steel emissions intensity,kg CO2 / t product,MX,2003,historical,934
Industry: Steel,Steel emissions intensity,kg CO2 / t product,NZ,2003,historical,2450
Industry: Steel,Steel emissions intensity,kg CO2 / t product,NO,2003,historical,160
Industry: Steel,Steel emissions intensity,kg CO2 / t product,PH,2003,historical,3870
Industry: Steel,Steel emissions intensity,kg CO2 / t product,RU,2003,historical,2440
Industry: Steel,Steel emissions intensity,kg CO2 / t product,CH,2003,historical,254
Industry: Steel,Steel emissions intensity,kg CO2 / t product,UA,2003,historical,2130
Industry: Steel,Steel emissions intensity,kg CO2 / t product,US,2003,historical,1200
Industry: Steel,Steel emissions intensity,kg CO2 / t product,DE,2003,historical,1330
Industry: Steel,Steel emissions intensity,kg CO2 / t product,FR,2003,historical,886
Industry: Steel,Steel emissions intensity,kg CO2 / t product,IT,2003,historical,951
Industry: Steel,Steel emissions intensity,kg CO2 / t product,GB,2003,historical,874
Industry: Steel,Steel emissions intensity,kg CO2 / t product,World,2003,historical,1500
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),AR,2003,historical,0.223
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),AU,2003,historical,0.576
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),BR,2003,historical,0.163
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),CL,2003,historical,0.224
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),CN,2003,historical,0.833
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),CR,2003,historical,0.0849
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),ET,2003,historical,0.16
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),EU,2003,historical,0.268
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),IN,2003,historical,0.407
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),ID,2003,historical,0.175
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),JP,2003,historical,0.317
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),KZ,2003,historical,0.859
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),MX,2003,historical,0.239
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),NP,2003,historical,0.109
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),NZ,2003,historical,0.321
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),NO,2003,historical,0.0669
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),PE,2003,historical,0.142
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),PH,2003,historical,0.143
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),RU,2003,historical,0.6
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),SA,2003,historical,0.141
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),ZA,2003,historical,1.01
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),KR,2003,historical,0.42
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),CH,2003,historical,0.0666
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),TR,2003,historical,0.346
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),UA,2003,historical,1.65
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),US,2003,historical,0.366
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),DE,2003,historical,0.261
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),FR,2003,historical,0.157
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),IT,2003,historical,0.263
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),GB,2003,historical,0.265
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),World,2003,historical,0.388
Macro,Emissions per capita,tCO2e / cap,AR,2003,historical,7.48
Macro,Emissions per capita,tCO2e / cap,AU,2003,historical,24.3
Macro,Emissions per capita,tCO2e / cap,BT,2003,historical,2.54
Macro,Emissions per capita,tCO2e / cap,BR,2003,historical,4.33
Macro,Emissions per capita,tCO2e / cap,CA,2003,historical,23.1
Macro,Emissions per capita,tCO2e / cap,CL,2003,historical,4.78
Macro,Emissions per capita,tCO2e / cap,CN,2003,historical,4.57
Macro,Emissions per capita,tCO2e / cap,CR,2003,historical,2.83
Macro,Emissions per capita,tCO2e / cap,ET,2003,historical,1.14
Macro,Emissions per capita,tCO2e / cap,EU,2003,historical,10.5
Macro,Emissions per capita,tCO2e / cap,GM,2003,historical,0.99
Macro,Emissions per capita,tCO2e / cap,IN,2003,historical,1.54
Macro,Emissions per capita,tCO2e / cap,ID,2003,historical,2.52
Macro,Emissions per capita,tCO2e / cap,JP,2003,historical,10.8
Macro,Emissions per capita,tCO2e / cap,KZ,2003,historical,14.2
Macro,Emissions per capita,tCO2e / cap,MX,2003,historical,4.96
Macro,Emissions per capita,tCO2e / cap,NP,2003,historical,1.08
Macro,Emissions per capita,tCO2e / cap,NZ,2003,historical,19
Macro,Emissions per capita,tCO2e / cap,NO,2003,historical,12
Macro,Emissions per capita,tCO2e / cap,PE,2003,historical,2.31
Macro,Emissions per capita,tCO2e / cap,PH,2003,historical,1.71
Macro,Emissions per capita,tCO2e / cap,RU,2003,historical,15.9
Macro,Emissions per capita,tCO2e / cap,SA,2003,historical,14.6
Macro,Emissions per capita,tCO2e / cap,ZA,2003,historical,10.1
Macro,Emissions per capita,tCO2e / cap,KR,2003,historical,11.3
Macro,Emissions per capita,tCO2e / cap,CH,2003,historical,7.22
Macro,Emissions per capita,tCO2e / cap,TR,2003,historical,4.5
Macro,Emissions per capita,tCO2e / cap,AE,2003,historical,41.8
Macro,Emissions per capita,tCO2e / cap,UA,2003,historical,8.41
Macro,Emissions per capita,tCO2e / cap,US,2003,historical,24.5
Macro,Emissions per capita,tCO2e / cap,DE,2003,historical,12.6
Macro,Emissions per capita,tCO2e / cap,FR,2003,historical,9.3
Macro,Emissions per capita,tCO2e / cap,IT,2003,historical,9.86
Macro,Emissions per capita,tCO2e / cap,GB,2003,historical,11.9
Macro,Emissions per capita,tCO2e / cap,World,2003,historical,5.77
Macro,Primary energy demand per capita,GJ (primary) / cap,AR,2003,historical,66.6
Macro,Primary energy demand per capita,GJ (primary) / cap,AU,2003,historical,236
Macro,Primary energy demand per capita,GJ (primary) / cap,BR,2003,historical,45.7
Macro,Primary energy demand per capita,GJ (primary) / cap,CA,2003,historical,349
Macro,Primary energy demand per capita,GJ (primary) / cap,CL,2003,historical,68.5
Macro,Primary energy demand per capita,GJ (primary) / cap,CN,2003,historical,46.2
Macro,Primary energy demand per capita,GJ (primary) / cap,CR,2003,historical,33.1
Macro,Primary energy demand per capita,GJ (primary) / cap,ET,2003,historical,20.2
Macro,Primary energy demand per capita,GJ (primary) / cap,EU,2003,historical,151
Macro,Primary energy demand per capita,GJ (primary) / cap,IN,2003,historical,17.8
Macro,Primary energy demand per capita,GJ (primary) / cap,ID,2003,historical,31.5
Macro,Primary energy demand per capita,GJ (primary) / cap,JP,2003,historical,165
Macro,Primary energy demand per capita,GJ (primary) / cap,KZ,2003,historical,118
Macro,Primary energy demand per capita,GJ (primary) / cap,MX,2003,historical,65.5
Macro,Primary energy demand per capita,GJ (primary) / cap,NP,2003,historical,14.6
Macro,Primary energy demand per capita,GJ (primary) / cap,NZ,2003,historical,176
Macro,Primary energy demand per capita,GJ (primary) / cap,NO,2003,historical,248
Macro,Primary energy demand per capita,GJ (primary) / cap,PE,2003,historical,18.1
Macro,Primary energy demand per capita,GJ (primary) / cap,PH,2003,historical,19.6
Macro,Primary energy demand per capita,GJ (primary) / cap,RU,2003,historical,187
Macro,Primary energy demand per capita,GJ (primary) / cap,SA,2003,historical,209
Macro,Primary energy demand per capita,GJ (primary) / cap,ZA,2003,historical,103
Macro,Primary energy demand per capita,GJ (primary) / cap,KR,2003,historical,176
Macro,Primary energy demand per capita,GJ (primary) / cap,CH,2003,historical,149
Macro,Primary energy demand per capita,GJ (primary) / cap,TR,2003,historical,49.3
Macro,Primary energy demand per capita,GJ (primary) / cap,AE,2003,historical,439
Macro,Primary energy demand per capita,GJ (primary) / cap,UA,2003,historical,127
Macro,Primary energy demand per capita,GJ (primary) / cap,US,2003,historical,326
Macro,Primary energy demand per capita,GJ (primary) / cap,DE,2003,historical,173
Macro,Primary energy demand per capita,GJ (primary) / cap,FR,2003,historical,184
Macro,Primary energy demand per capita,GJ (primary) / cap,IT,2003,historical,131
Macro,Primary energy demand per capita,GJ (primary) / cap,GB,2003,historical,156
Macro,Primary energy demand per capita,GJ (primary) / cap,World,2003,historical,70.4
Macro,Final energy demand per capita,GJ (final) / cap,AR,2003,historical,51.2
Macro,Final energy demand per capita,GJ (final) / cap,AU,2003,historical,151
Macro,Final energy demand per capita,GJ (final) / cap,BR,2003,historical,36.7
Macro,Final energy demand per capita,GJ (final) / cap,CA,2003,historical,260
Macro,Final energy demand per capita,GJ (final) / cap,CL,2003,historical,55.1
Macro,Final energy demand per capita,GJ (final) / cap,CN,2003,historical,30.4
Macro,Final energy demand per capita,GJ (final) / cap,CR,2003,historical,26.6
Macro,Final energy demand per capita,GJ (final) / cap,ET,2003,historical,16.4
Macro,Final energy demand per capita,GJ (final) / cap,EU,2003,historical,104
Macro,Final energy demand per capita,GJ (final) / cap,IN,2003,historical,12.5
Macro,Final energy demand per capita,GJ (final) / cap,ID,2003,historical,24.2
Macro,Final energy demand per capita,GJ (final) / cap,JP,2003,historical,107
Macro,Final energy demand per capita,GJ (final) / cap,KZ,2003,historical,64.7
Macro,Final energy demand per capita,GJ (final) / cap,MX,2003,historical,38.6
Macro,Final energy demand per capita,GJ (final) / cap,NP,2003,historical,14.5
Macro,Final energy demand per capita,GJ (final) / cap,NZ,2003,historical,133
Macro,Final energy demand per capita,GJ (final) / cap,NO,2003,historical,185
Macro,Final energy demand per capita,GJ (final) / cap,PE,2003,historical,16.2
Macro,Final energy demand per capita,GJ (final) / cap,PH,2003,historical,11.9
Macro,Final energy demand per capita,GJ (final) / cap,RU,2003,historical,121
Macro,Final energy demand per capita,GJ (final) / cap,SA,2003,historical,136
Macro,Final energy demand per capita,GJ (final) / cap,ZA,2003,historical,53.6
Macro,Final energy demand per capita,GJ (final) / cap,KR,2003,historical,119
Macro,Final energy demand per capita,GJ (final) / cap,CH,2003,historical,115
Macro,Final energy demand per capita,GJ (final) / cap,TR,2003,historical,38.4
Macro,Final energy demand per capita,GJ (final) / cap,AE,2003,historical,296
Macro,Final energy demand per capita,GJ (final) / cap,UA,2003,historical,68.4
Macro,Final energy demand per capita,GJ (final) / cap,US,2003,historical,222
Macro,Final energy demand per capita,GJ (final) / cap,DE,2003,historical,120
Macro,Final energy demand per capita,GJ (final) / cap,FR,2003,historical,116
Macro,Final energy demand per capita,GJ (final) / cap,IT,2003,historical,99.4
Macro,Final energy demand per capita,GJ (final) / cap,GB,2003,historical,105
Macro,Final energy demand per capita,GJ (final) / cap,World,2003,historical,48.7
Macro,GDP per capita,thousand USD2012 (PPP) / cap,AR,2003,historical,13.6
Macro,GDP per capita,thousand USD2012 (PPP) / cap,AU,2003,historical,38.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,BT,2003,historical,4.28
Macro,GDP per capita,thousand USD2012 (PPP) / cap,BR,2003,historical,11.8
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CA,2003,historical,39.6
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CL,2003,historical,16
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CN,2003,historical,4.74
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CR,2003,historical,10.7
Macro,GDP per capita,thousand USD2012 (PPP) / cap,ET,2003,historical,0.621
Macro,GDP per capita,thousand USD2012 (PPP) / cap,EU,2003,historical,32.3
Macro,GDP per capita,thousand USD2012 (PPP) / cap,GM,2003,historical,1.58
Macro,GDP per capita,thousand USD2012 (PPP) / cap,IN,2003,historical,2.87
Macro,GDP per capita,thousand USD2012 (PPP) / cap,ID,2003,historical,6.44
Macro,GDP per capita,thousand USD2012 (PPP) / cap,JP,2003,historical,33.2
Macro,GDP per capita,thousand USD2012 (PPP) / cap,KZ,2003,historical,13.5
Macro,GDP per capita,thousand USD2012 (PPP) / cap,MX,2003,historical,14.9
Macro,GDP per capita,thousand USD2012 (PPP) / cap,NP,2003,historical,1.63
Macro,GDP per capita,thousand USD2012 (PPP) / cap,NZ,2003,historical,31.4
Macro,GDP per capita,thousand USD2012 (PPP) / cap,NO,2003,historical,61.4
Macro,GDP per capita,thousand USD2012 (PPP) / cap,PE,2003,historical,7.11
Macro,GDP per capita,thousand USD2012 (PPP) / cap,PH,2003,historical,4.52
Macro,GDP per capita,thousand USD2012 (PPP) / cap,RU,2003,historical,17.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,SA,2003,historical,37
Macro,GDP per capita,thousand USD2012 (PPP) / cap,ZA,2003,historical,10.2
Macro,GDP per capita,thousand USD2012 (PPP) / cap,KR,2003,historical,23.8
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CH,2003,historical,50.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,TR,2003,historical,13.4
Macro,GDP per capita,thousand USD2012 (PPP) / cap,AE,2003,historical,101
Macro,GDP per capita,thousand USD2012 (PPP) / cap,UA,2003,historical,6.35
Macro,GDP per capita,thousand USD2012 (PPP) / cap,US,2003,historical,48.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,DE,2003,historical,38.3
Macro,GDP per capita,thousand USD2012 (PPP) / cap,FR,2003,historical,37
Macro,GDP per capita,thousand USD2012 (PPP) / cap,IT,2003,historical,36.7
Macro,GDP per capita,thousand USD2012 (PPP) / cap,GB,2003,historical,36.4
Macro,GDP per capita,thousand USD2012 (PPP) / cap,World,2003,historical,8.66
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),AR,2003,historical,0.548
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),AU,2003,historical,0.638
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BT,2003,historical,0.594
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BR,2003,historical,0.368
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CA,2003,historical,0.584
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CL,2003,historical,0.299
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CN,2003,historical,0.964
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CR,2003,historical,0.265
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),ET,2003,historical,1.84
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),EU,2003,historical,0.326
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),GM,2003,historical,0.626
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),IN,2003,historical,0.537
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),ID,2003,historical,0.392
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),JP,2003,historical,0.326
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),KZ,2003,historical,1.05
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),MX,2003,historical,0.333
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),NP,2003,historical,0.666
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),NZ,2003,historical,0.607
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),NO,2003,historical,0.195
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),PE,2003,historical,0.325
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),PH,2003,historical,0.379
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),RU,2003,historical,0.93
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),SA,2003,historical,0.394
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),ZA,2003,historical,0.992
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),KR,2003,historical,0.476
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CH,2003,historical,0.144
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),TR,2003,historical,0.337
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),AE,2003,historical,0.416
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),UA,2003,historical,1.32
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),US,2003,historical,0.509
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),DE,2003,historical,0.33
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),FR,2003,historical,0.251
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),IT,2003,historical,0.268
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),GB,2003,historical,0.327
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),World,2003,historical,0.666
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),AR,2003,historical,4.88
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),AU,2003,historical,6.18
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),BR,2003,historical,3.88
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),CA,2003,historical,8.83
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),CL,2003,historical,4.28
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),CN,2003,historical,9.74
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),CR,2003,historical,3.11
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),ET,2003,historical,32.5
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),EU,2003,historical,4.67
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),IN,2003,historical,6.22
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),ID,2003,historical,4.89
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),JP,2003,historical,4.97
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),KZ,2003,historical,8.78
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),MX,2003,historical,4.41
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),NP,2003,historical,8.98
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),NZ,2003,historical,5.61
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),NO,2003,historical,4.04
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),PE,2003,historical,2.55
